Molecule,Radical Y,Radical Z,Bond Index,Bond Type,BDE,BDFE,BDSCFE,SET
Brc1cccc2c1CCC2,[Br],[c]1cccc2c1CCC2,0,Br-C,83.48065982,74.00527392,84.65899614,train
Brc1cccc2c1CCC2,[H],Brc1[c]ccc2c1CCC2,11,C-H,112.2958731,103.715315,118.9135354,train
Brc1cccc2c1CCC2,[H],Brc1c[c]cc2c1CCC2,12,C-H,111.1776521,102.6617274,117.8648743,train
Brc1cccc2c1CCC2,[H],Brc1cc[c]c2c1CCC2,13,C-H,111.6087507,103.0871785,118.1787604,train
Brc1cccc2c1CCC2,[H],Brc1cccc2c1[CH]CC2,14,C-H,87.11268191,77.99121108,94.44185249,train
Brc1cccc2c1CCC2,[H],Brc1cccc2c1C[CH]C2,16,C-H,95.50435976,86.64958027,103.3764211,train
Brc1cccc2c1CCC2,[H],Brc1cccc2c1CC[CH]2,18,C-H,86.74307911,77.88829961,94.14102484,train
Brc1cccc2c1CCN2,[Br],[c]1cccc2c1CCN2,0,Br-C,83.70342551,74.23933477,84.85488677,train
Brc1cccc2c1CCN2,[H],Brc1[c]ccc2c1CCN2,11,C-H,113.1147723,104.5461369,119.710986,train
Brc1cccc2c1CCN2,[H],Brc1c[c]cc2c1CCN2,12,C-H,110.9153533,102.388761,117.6121201,train
Brc1cccc2c1CCN2,[H],Brc1cc[c]c2c1CCN2,13,C-H,112.7583472,104.2430501,119.2778983,train
Brc1cccc2c1CCN2,[H],Brc1cccc2c1[CH]CN2,14,C-H,84.32591444,75.66691775,91.80406338,train
Brc1cccc2c1CCN2,[H],Brc1cccc2c1C[CH]N2,16,C-H,89.33971135,80.58031322,96.89115055,train
Brc1cccc2c1CCN2,[H],Brc1cccc2c1CC[N]2,18,H-N,86.07791957,77.30659876,93.64333518,train
Brc1cccc2c1CCO2,[Br],[c]1cccc2c1CCO2,0,Br-C,83.51956537,74.10944041,84.66872252,train
Brc1cccc2c1CCO2,[H],Brc1[c]ccc2c1CCO2,11,C-H,113.1310876,104.5643347,119.7532236,train
Brc1cccc2c1CCO2,[H],Brc1c[c]cc2c1CCO2,12,C-H,111.1343539,102.6052516,117.8306626,train
Brc1cccc2c1CCO2,[H],Brc1cc[c]c2c1CCO2,13,C-H,114.0604284,105.5557989,120.6241491,train
Brc1cccc2c1CCO2,[H],Brc1cccc2c1[CH]CO2,14,C-H,85.25462776,77.05747769,92.63277641,train
Brc1cccc2c1CCO2,[H],Brc1cccc2c1C[CH]O2,16,C-H,93.36392656,85.07139513,100.8289556,train
Brc1cccc2c1CNC2,[Br],[c]1cccc2c1CNC2,0,Br-C,83.30934986,73.84651414,84.46460588,train
Brc1cccc2c1CNC2,[H],Brc1[c]ccc2c1CNC2,11,C-H,112.4351801,103.8339142,119.0562058,train
Brc1cccc2c1CNC2,[H],Brc1c[c]cc2c1CNC2,12,C-H,111.2510706,102.7062806,117.977029,train
Brc1cccc2c1CNC2,[H],Brc1cc[c]c2c1CNC2,13,C-H,111.5955731,103.0752558,118.1730501,train
Brc1cccc2c1CNC2,[H],Brc1cccc2c1[CH]NC2,14,C-H,77.79480077,69.26569844,85.10730356,train
Brc1cccc2c1CNC2,[H],Brc1cccc2c1C[N]C2,16,H-N,90.82690768,82.1967764,98.74547,train
Brc1cccc2c1CNC2,[H],Brc1cccc2c1CN[CH]2,17,C-H,77.36181956,68.85468004,84.75461232,train
Brc1cccc2c1COC2,[Br],[c]1cccc2c1COC2,0,Br-C,83.3055848,74.02096164,84.43820345,train
Brc1cccc2c1COC2,[H],Brc1[c]ccc2c1COC2,11,C-H,112.6353555,104.1219409,119.2523901,train
Brc1cccc2c1COC2,[H],Brc1c[c]cc2c1COC2,12,C-H,111.4807389,103.0583131,118.1503218,train
Brc1cccc2c1COC2,[H],Brc1cc[c]c2c1COC2,13,C-H,111.9896487,103.6306013,118.5422762,train
Brc1cccc2c1COC2,[H],Brc1cccc2c1[CH]OC2,14,C-H,81.61444805,73.74736772,88.63414693,train
Brc1cccc2c1COC2,[H],Brc1cccc2c1CO[CH]2,16,C-H,81.18397687,73.37274484,88.24280116,train
Brc1cccc2c1NCC2,[Br],[c]1cccc2c1NCC2,0,Br-C,84.76203319,75.27597964,85.94921167,train
Brc1cccc2c1NCC2,[H],Brc1[c]ccc2c1NCC2,11,C-H,111.9808636,103.3538698,118.6223338,train
Brc1cccc2c1NCC2,[H],Brc1c[c]cc2c1NCC2,12,C-H,111.9896487,103.4837642,118.6463297,train
Brc1cccc2c1NCC2,[H],Brc1cc[c]c2c1NCC2,13,C-H,111.5265471,102.9880321,118.1054298,train
Brc1cccc2c1NCC2,[H],Brc1cccc2c1[N]CC2,14,H-N,87.63727943,78.71974903,95.17834057,train
Brc1cccc2c1NCC2,[H],Brc1cccc2c1N[CH]C2,15,C-H,89.41375741,80.59411842,96.97446487,train
Brc1cccc2c1NCC2,[H],Brc1cccc2c1NC[CH]2,17,C-H,84.15711452,75.3989714,91.72246216,train
Brc1cccc2c1OCC2,[Br],[c]1cccc2c1OCC2,0,Br-C,83.44614682,74.00213637,84.6337339,train
Brc1cccc2c1OCC2,[H],Brc1[c]ccc2c1OCC2,11,C-H,112.1433884,103.5490251,118.757085,train
Brc1cccc2c1OCC2,[H],Brc1c[c]cc2c1OCC2,12,C-H,111.9770985,103.4555263,118.6634858,train
Brc1cccc2c1OCC2,[H],Brc1cc[c]c2c1OCC2,13,C-H,111.7882183,103.2302506,118.3424837,train
Brc1cccc2c1OCC2,[H],Brc1cccc2c1O[CH]C2,14,C-H,93.50135104,85.10904567,100.9727429,train
Brc1cccc2c1OCC2,[H],Brc1cccc2c1OC[CH]2,16,C-H,85.18183671,76.88867777,92.65490237,train
Brc1cccc2cc[nH]c21,[Br],[c]1cccc2cc[nH]c12,0,Br-C,84.60766598,75.09713958,85.84221265,train
Brc1cccc2cc[nH]c21,[H],Brc1[c]ccc2cc[nH]c12,11,C-H,112.4464753,103.8288942,119.0698102,train
Brc1cccc2cc[nH]c21,[H],Brc1c[c]cc2cc[nH]c12,12,C-H,111.5008192,102.9735994,118.1995122,train
Brc1cccc2cc[nH]c21,[H],Brc1cc[c]c2cc[nH]c12,13,C-H,112.0047089,103.4931768,118.5905316,train
Brc1cccc2cc[nH]c21,[H],Brc1cccc2[c]c[nH]c12,14,C-H,118.2917216,109.7444215,124.7207892,train
Brc1cccc2cc[nH]c21,[H],Brc1cccc2c[c][nH]c12,15,C-H,117.5236506,108.8477111,124.2148917,train
Brc1cccc2cc[nH]c21,[H],Brc1cccc2c1[N]C=C2,16,H-N,97.06999472,88.62937116,104.4532574,train
Brc1cccc2cccn21,[Br],[c]1cccc2cccn12,0,Br-C,82.87950619,73.25979322,84.19524465,train
Brc1cccc2cccn21,[H],Brc1[c]ccc2cccn12,11,C-H,113.963792,105.3255031,120.5905272,train
Brc1cccc2cccn21,[H],Brc1c[c]cc2cccn12,12,C-H,112.1954717,103.6431515,118.9406375,train
Brc1cccc2cccn21,[H],Brc1cc[c]c2cccn12,13,C-H,112.9578951,104.4018099,119.648712,train
Brc1cccc2cccn21,[H],Brc1cccc2[c]ccn12,14,C-H,118.320587,109.7946222,124.6993472,train
Brc1cccc2cccn21,[H],Brc1cccc2c[c]cn12,15,C-H,117.1998559,108.6989915,123.6966449,train
Brc1cccc2cccn21,[H],Brc1cccc2cc[c]n12,16,C-H,118.458639,109.8103099,125.0139487,train
Brc1cccc2ccnn21,[Br],[c]1cccc2ccnn12,0,Br-C,82.87762367,73.30058131,84.13036465,train
Brc1cccc2ccnn21,[H],Brc1[c]ccc2ccnn12,11,C-H,114.3653978,105.733384,120.9973034,train
Brc1cccc2ccnn21,[H],Brc1c[c]cc2ccnn12,12,C-H,111.9532532,103.4323085,118.7207397,train
Brc1cccc2ccnn21,[H],Brc1cc[c]c2ccnn12,13,C-H,113.3306354,104.7990231,120.018735,train
Brc1cccc2ccnn21,[H],Brc1cccc2[c]cnn12,14,C-H,119.7011068,111.1939673,126.0481896,train
Brc1cccc2ccnn21,[H],Brc1cccc2c[c]nn12,15,C-H,115.3631371,106.84784,121.9879827,train
Brc1cccc2ccoc21,[Br],[c]1cccc2ccoc12,0,Br-C,83.11419456,73.65073133,84.32770985,train
Brc1cccc2ccoc21,[H],Brc1[c]ccc2ccoc12,11,C-H,112.5274239,103.9299231,119.1434295,train
Brc1cccc2ccoc21,[H],Brc1c[c]cc2ccoc12,12,C-H,111.6200459,103.1034938,118.3231627,train
Brc1cccc2ccoc21,[H],Brc1cc[c]c2ccoc12,13,C-H,112.4502403,103.9311781,119.0362008,train
Brc1cccc2ccoc21,[H],Brc1cccc2[c]coc12,14,C-H,118.7560783,110.2715291,125.1411572,train
Brc1cccc2ccoc21,[H],Brc1cccc2c[c]oc12,15,C-H,117.7445337,109.2317466,124.3594195,train
Brc1cccc2cn[nH]c21,[Br],[c]1cccc2cn[nH]c12,0,Br-C,84.02910268,74.54932422,85.22355877,train
Brc1cccc2cn[nH]c21,[H],Brc1[c]ccc2cn[nH]c12,11,C-H,112.3648991,103.7535931,118.9858809,train
Brc1cccc2cn[nH]c21,[H],Brc1c[c]cc2cn[nH]c12,12,C-H,111.8672844,103.3469672,118.5716311,train
Brc1cccc2cn[nH]c21,[H],Brc1cc[c]c2cn[nH]c12,13,C-H,112.3002657,103.7862235,118.9154117,train
Brc1cccc2cn[nH]c21,[H],Brc1cccc2[c]n[nH]c12,14,C-H,115.4484783,106.8340348,122.0878695,train
Brc1cccc2cn[nH]c21,[H],Brc1cccc2c1[N]N=C2,15,H-N,102.9836395,94.38990378,111.0707252,train
Brc1cccc2cncn21,[Br],[c]1cccc2cncn12,0,Br-C,82.88201623,73.28050102,84.19599704,train
Brc1cccc2cncn21,[H],Brc1[c]ccc2cncn12,11,C-H,114.1049815,105.4748503,120.7164494,train
Brc1cccc2cncn21,[H],Brc1c[c]cc2cncn12,12,C-H,112.3077958,103.7611232,119.0760915,train
Brc1cccc2cncn21,[H],Brc1cc[c]c2cncn12,13,C-H,113.2521968,104.7067792,119.9524701,train
Brc1cccc2cncn21,[H],Brc1cccc2[c]ncn12,14,C-H,139.1193728,130.5689352,146.2035982,train
Brc1cccc2cncn21,[H],Brc1cccc2cn[c]n12,15,C-H,116.4192347,107.8054187,122.9851379,train
Brc1cccc2cnoc21,[Br],[c]1cccc2cnoc12,0,Br-C,82.79541999,73.33634932,83.97372092,train
Brc1cccc2cnoc21,[H],Brc1[c]ccc2cnoc12,11,C-H,112.3887444,103.7887336,119.0256587,train
Brc1cccc2cnoc21,[H],Brc1c[c]cc2cnoc12,12,C-H,112.1264457,103.6073835,118.8276044,train
Brc1cccc2cnoc21,[H],Brc1cc[c]c2cnoc12,13,C-H,112.8505911,104.3283913,119.4409816,train
Brc1cccc2cnoc21,[H],Brc1cccc2[c]noc12,14,C-H,115.3424293,106.7875991,122.028206,train
Brc1cccc2nccn21,[Br],[c]1cccc2nccn12,0,Br-C,82.54316137,72.95356883,83.83022663,train
Brc1cccc2nccn21,[H],Brc1[c]ccc2nccn12,11,C-H,114.3365324,105.698871,120.971061,train
Brc1cccc2nccn21,[H],Brc1c[c]cc2nccn12,12,C-H,111.9808636,103.4203858,118.7613395,train
Brc1cccc2nccn21,[H],Brc1cc[c]c2nccn12,13,C-H,114.6735047,106.1149094,121.3856183,train
Brc1cccc2nccn21,[H],Brc1cccc2n[c]cn12,14,C-H,114.7488058,106.2479414,121.2736582,train
Brc1cccc2nccn21,[H],Brc1cccc2nc[c]n12,15,C-H,119.6245507,111.03207,126.098635,train
Brc1cccc2ncnn21,[Br],[c]1cccc2ncnn12,0,Br-C,82.6146974,73.07530558,83.84669874,train
Brc1cccc2ncnn21,[H],Brc1[c]ccc2ncnn12,11,C-H,114.6778973,106.0766314,121.3080896,train
Brc1cccc2ncnn21,[H],Brc1c[c]cc2ncnn12,12,C-H,111.8861097,103.3538698,118.6798198,train
Brc1cccc2ncnn21,[H],Brc1cc[c]c2ncnn12,13,C-H,115.0205172,106.5140052,121.6996174,train
Brc1cccc2ncnn21,[H],Brc1cccc2n[c]nn12,14,C-H,115.9962937,107.4866441,122.6967977,train
Brc1cccc2ncoc21,[Br],[c]1cccc2ncoc12,0,Br-C,82.80044006,73.34074188,83.9705953,train
Brc1cccc2ncoc21,[H],Brc1[c]ccc2ncoc12,11,C-H,112.6548082,104.0447573,119.2774967,train
Brc1cccc2ncoc21,[H],Brc1c[c]cc2ncoc12,12,C-H,111.7160548,103.1976201,118.433736,train
Brc1cccc2ncoc21,[H],Brc1cc[c]c2ncoc12,13,C-H,113.9675571,105.4290421,120.5827398,train
Brc1cccc2ncoc21,[H],Brc1cccc2n[c]oc12,14,C-H,116.8045253,108.2584802,123.474444,train
Brc1cccc2nn[nH]c21,[Br],[c]1cccc2nn[nH]c12,0,Br-C,83.45932451,74.02284417,84.62773052,train
Brc1cccc2nn[nH]c21,[H],Brc1[c]ccc2nn[nH]c12,11,C-H,112.5700945,103.9757313,119.1950923,train
Brc1cccc2nn[nH]c21,[H],Brc1c[c]cc2nn[nH]c12,12,C-H,111.9206227,103.4065806,118.6461979,train
Brc1cccc2nn[nH]c21,[H],Brc1cc[c]c2nn[nH]c12,13,C-H,113.9336716,105.4265321,120.5794266,train
Brc1cccc2nn[nH]c21,[H],Brc1cccc2c1[N]N=N2,14,H-N,107.6315987,98.9512667,115.5127962,train
Brc1cccc2nncn21,[Br],[c]1cccc2nncn12,0,Br-C,82.45091755,72.89646551,83.7377168,train
Brc1cccc2nncn21,[H],Brc1[c]ccc2nncn12,11,C-H,114.5975761,105.9686998,121.2254405,train
Brc1cccc2nncn21,[H],Brc1c[c]cc2nncn12,12,C-H,112.0887951,103.5477701,118.8866969,train
Brc1cccc2nncn21,[H],Brc1cc[c]c2nncn12,13,C-H,115.1397439,106.6024839,121.8695907,train
Brc1cccc2nncn21,[H],Brc1cccc2nn[c]n12,14,C-H,118.5044471,109.9044363,125.1351645,train
Brc1cccc2nnnn21,[Br],[c]1cccc2nnnn12,0,Br-C,82.51115841,72.98745432,83.77510878,train
Brc1cccc2nnnn21,[H],Brc1[c]ccc2nnnn12,11,C-H,114.8592474,106.2579815,121.4956018,train
Brc1cccc2nnnn21,[H],Brc1c[c]cc2nnnn12,12,C-H,112.2067668,103.6927247,119.0003889,train
Brc1cccc2nnnn21,[H],Brc1cc[c]c2nnnn12,13,C-H,115.5156218,107.0047172,122.2287892,train
Brc1cccc2nonc21,[Br],[c]1cccc2nonc12,0,Br-C,82.35302614,72.88266031,83.64356163,train
Brc1cccc2nonc21,[H],Brc1[c]ccc2nonc12,11,C-H,112.4615355,103.8257566,119.1356484,train
Brc1cccc2nonc21,[H],Brc1c[c]cc2nonc12,12,C-H,111.5208995,102.9773644,118.3313517,train
Brc1cccc2nonc21,[H],Brc1cc[c]c2nonc12,13,C-H,114.2606038,105.7377765,120.9628469,train
Brc1cccc2occc21,[Br],[c]1cccc2occc12,0,Br-C,83.41037881,73.93060034,84.60245447,train
Brc1cccc2occc21,[H],Brc1[c]ccc2occc12,11,C-H,112.7144216,104.1125282,119.3307095,train
Brc1cccc2occc21,[H],Brc1c[c]cc2occc12,12,C-H,111.5993381,103.0752558,118.3261497,train
Brc1cccc2occc21,[H],Brc1cc[c]c2occc12,13,C-H,114.0798812,105.5539164,120.6726242,train
Brc1cccc2occc21,[H],Brc1cccc2o[c]cc12,14,C-H,117.6830379,109.1595831,124.2999693,train
Brc1cccc2occc21,[H],Brc1cccc2oc[c]c12,15,C-H,119.399275,110.8664076,125.8032918,train
Brc1cccc2ocnc21,[Br],[c]1cccc2ocnc12,0,Br-C,83.04642359,73.58547039,84.23437107,train
Brc1cccc2ocnc21,[H],Brc1[c]ccc2ocnc12,11,C-H,112.7514446,104.1627289,119.3686612,train
Brc1cccc2ocnc21,[H],Brc1c[c]cc2ocnc12,12,C-H,111.6853068,103.1712647,118.427417,train
Brc1cccc2ocnc21,[H],Brc1cc[c]c2ocnc12,13,C-H,114.2022454,105.6825557,120.7794889,train
Brc1cccc2ocnc21,[H],Brc1cccc2o[c]nc12,14,C-H,116.7737773,108.24342,123.4421901,train
Brc1cccc2oncc21,[Br],[c]1cccc2oncc12,0,Br-C,82.85566085,73.40161026,84.03320058,train
Brc1cccc2oncc21,[H],Brc1[c]ccc2oncc12,11,C-H,113.1907009,104.6001027,119.8087205,train
Brc1cccc2oncc21,[H],Brc1c[c]cc2oncc12,12,C-H,111.4430884,102.9259087,118.1951196,train
Brc1cccc2oncc21,[H],Brc1cc[c]c2oncc12,13,C-H,114.6559344,106.1519325,121.2546071,train
Brc1cccc2oncc21,[H],Brc1cccc2on[c]c12,14,C-H,116.0427293,107.480369,122.7487993,train
Brc1ccccc1C1CC1,[Br],[c]1ccccc1C1CC1,0,Br-C,80.80998151,71.02774371,82.02318933,train
Brc1ccccc1C1CC1,[CH]1CC1,Brc1[c]cccc1,6,C-C,111.4048103,97.42830236,115.8089556,train
Brc1ccccc1C1CC1,[H],Brc1[c]cccc1C1CC1,11,C-H,111.8566168,103.2446833,118.4862899,train
Brc1ccccc1C1CC1,[H],Brc1c[c]ccc1C1CC1,12,C-H,111.4217531,102.9303013,118.1575381,train
Brc1ccccc1C1CC1,[H],Brc1cc[c]cc1C1CC1,13,C-H,111.4343032,102.913986,118.1714123,train
Brc1ccccc1C1CC1,[H],Brc1ccc[c]c1C1CC1,14,C-H,109.9897775,101.0402442,116.574955,train
Brc1ccccc1C1CC1,[H],Brc1ccccc1[C]1CC1,15,C-H,96.50084406,87.40070854,104.0242611,train
Brc1ccccc1C1CC1,[H],Brc1ccccc1C1[CH]C1,16,C-H,106.5685985,97.74268437,114.0519184,train
Brc1ccccc1[C@@H]1CO1,[Br],[c]1ccccc1[C@@H]1CO1,0,Br-C,82.34173098,72.79606407,83.5724078,train
Brc1ccccc1[C@@H]1CO1,[CH]1CO1,Brc1[c]cccc1,6,C-C,110.1228094,96.36341959,113.9579061,train
Brc1ccccc1[C@@H]1CO1,[H],Brc1[c]cccc1[C@@H]1CO1,11,C-H,112.1289557,103.5076096,118.7902488,train
Brc1ccccc1[C@@H]1CO1,[H],Brc1c[c]ccc1[C@@H]1CO1,12,C-H,111.484504,102.9798745,118.2164863,train
Brc1ccccc1[C@@H]1CO1,[H],Brc1cc[c]cc1[C@@H]1CO1,13,C-H,111.5880429,103.1141614,118.3299398,train
Brc1ccccc1[C@@H]1CO1,[H],Brc1ccc[c]c1[C@@H]1CO1,14,C-H,112.3642716,103.5741255,119.0454064,train
Brc1ccccc1[C@@H]1CO1,[H],Brc1ccccc1[C]1CO1,15,C-H,95.86580495,86.93948942,102.9680887,train
Brc1ccccc1[C@@H]1CO1,[H],Brc1ccccc1[C@@H]1[CH]O1,16,C-H,103.9782413,95.15922981,111.0109487,train
Brc1cccn2ccnc12,[Br],[c]1cccn2ccnc12,0,Br-C,83.00940056,73.49071654,84.30468969,train
Brc1cccn2ccnc12,[H],Brc1[c]ccn2ccnc12,11,C-H,112.8418059,104.2217148,119.4745407,train
Brc1cccn2ccnc12,[H],Brc1c[c]cn2ccnc12,12,C-H,113.9575169,105.4026867,120.7116364,train
Brc1cccn2ccnc12,[H],Brc1cc[c]n2ccnc12,13,C-H,114.1840477,105.629845,120.9592764,train
Brc1cccn2ccnc12,[H],Brc1cccn2[c]cnc12,14,C-H,119.8730443,111.3113115,126.3449698,train
Brc1cccn2ccnc12,[H],Brc1cccn2c[c]nc12,15,C-H,114.8303819,106.3464603,121.345213,train
Brc1cccn2cncc12,[Br],[c]1cccn2cncc12,0,Br-C,82.97802511,73.45432101,84.26879808,train
Brc1cccn2cncc12,[H],Brc1[c]ccn2cncc12,11,C-H,113.2264689,104.5611972,119.8512342,train
Brc1cccn2cncc12,[H],Brc1c[c]cn2cncc12,12,C-H,113.7523215,105.1899612,120.507238,train
Brc1cccn2cncc12,[H],Brc1cc[c]n2cncc12,13,C-H,114.763866,106.187073,121.5568592,train
Brc1cccn2cncc12,[H],Brc1cccn2[c]ncc12,14,C-H,116.5723469,108.0024565,123.107615,train
Brc1cccn2cncc12,[H],Brc1cccn2cn[c]c12,15,C-H,116.265495,107.7269801,122.7453166,train
Brc1cccn2cnnc12,[Br],[c]1cccn2cnnc12,0,Br-C,82.78412483,73.28050102,84.0562678,train
Brc1cccn2cnnc12,[H],Brc1[c]ccn2cnnc12,11,C-H,112.9917806,104.3541192,119.63726,train
Brc1cccn2cnnc12,[H],Brc1c[c]cn2cnnc12,12,C-H,114.1300819,105.5721142,120.8946179,train
Brc1cccn2cnnc12,[H],Brc1cc[c]n2cnnc12,13,C-H,114.6891924,106.1431474,121.4852542,train
Brc1cccn2cnnc12,[H],Brc1cccn2[c]nnc12,14,C-H,118.5408427,109.9747173,125.1610555,train
Brc1cccn2nccc12,[H],Brc1[c]ccn2nccc12,11,C-H,112.9346773,104.3258813,119.5487248,train
Brc1cccn2nccc12,[H],Brc1c[c]cn2nccc12,12,C-H,114.1589473,105.6210599,120.8844523,train
Brc1cccn2nccc12,[H],Brc1cc[c]n2nccc12,13,C-H,116.5177536,107.9547658,123.3273058,train
Brc1cccn2nccc12,[H],Brc1cccn2n[c]cc12,14,C-H,115.5225244,107.0191499,122.1219809,train
Brc1cccn2nccc12,[H],Brc1cccn2nc[c]c12,15,C-H,120.1623259,111.6200459,126.5147611,train
Brc1cccn2ncnc12,[Br],[c]1cccn2ncnc12,0,Br-C,82.8035776,73.33383929,84.0289285,train
Brc1cccn2ncnc12,[H],Brc1[c]ccn2ncnc12,11,C-H,112.8342758,104.2217148,119.4847942,train
Brc1cccn2ncnc12,[H],Brc1c[c]cn2ncnc12,12,C-H,114.3233547,105.8005274,121.0811762,train
Brc1cccn2ncnc12,[H],Brc1cc[c]n2ncnc12,13,C-H,116.4411975,107.9008001,123.2374528,train
Brc1cccn2ncnc12,[H],Brc1cccn2n[c]nc12,14,C-H,116.1368557,107.6341087,122.8300303,train
Brc1cccn2nncc12,[Br],[c]1cccn2nncc12,0,Br-C,82.66929068,73.18951222,83.90085336,train
Brc1cccn2nncc12,[H],Brc1[c]ccn2nncc12,11,C-H,113.2772972,104.6540685,119.905156,train
Brc1cccn2nncc12,[H],Brc1c[c]cn2nncc12,12,C-H,114.101844,105.5526614,120.8734018,train
Brc1cccn2nncc12,[H],Brc1cc[c]n2nncc12,13,C-H,117.0203884,108.4467329,123.8809065,train
Brc1cccn2nncc12,[H],Brc1cccn2nn[c]c12,14,C-H,118.6086136,110.0895515,125.1512789,train
Brc1cccn2nnnc12,[Br],[c]1cccn2nnnc12,0,Br-C,82.56010411,73.08973828,83.7911021,train
Brc1cccn2nnnc12,[H],Brc1[c]ccn2nnnc12,11,C-H,113.1687381,104.5618247,119.8160121,train
Brc1cccn2nnnc12,[H],Brc1c[c]cn2nnnc12,12,C-H,114.4488565,105.9065765,121.216875,train
Brc1cccn2nnnc12,[H],Brc1cc[c]n2nnnc12,13,C-H,116.9839928,108.4385753,123.8096843,train
Brc1cccnc1C1CC1,[Br],[c]1cccnc1C1CC1,0,Br-C,81.74245988,72.18926287,82.98505217,train
Brc1cccnc1C1CC1,[CH]1CC1,Brc1[c]nccc1,6,C-C,110.2119157,96.23540775,114.6536683,train
Brc1cccnc1C1CC1,[H],Brc1[c]ccnc1C1CC1,11,C-H,111.2655033,102.7025155,117.9812144,train
Brc1cccnc1C1CC1,[H],Brc1c[c]cnc1C1CC1,12,C-H,112.8091755,104.2424226,119.4948218,train
Brc1cccnc1C1CC1,[H],Brc1cc[c]nc1C1CC1,13,C-H,106.1506775,97.65044054,112.8047951,train
Brc1cccnc1C1CC1,[H],Brc1cccnc1C1[CH]C1,15,C-H,107.4508761,98.75736642,114.9170709,train
Brc1ccn2cccc2c1,[Br],[c]1ccn2cccc2c1,0,Br-C,82.54127884,73.07593309,83.84426275,train
Brc1ccn2cccc2c1,[H],Brc1[c]cn2cccc2c1,11,C-H,114.8209693,106.1958581,121.5151424,train
Brc1ccn2cccc2c1,[H],Brc1c[c]n2cccc2c1,12,C-H,113.9481043,105.3568786,120.7287423,train
Brc1ccn2cccc2c1,[H],Brc1ccn2c[c]cc2c1,14,C-H,117.1954634,108.6782837,123.7090193,train
Brc1ccn2cccc2c1,[H],Brc1ccn2cc[c]c2c1,15,C-H,118.5458627,109.9922876,124.960623,train
Brc1ccn2cccc2c1,[H],Brc1[c]c2cccn2cc1,16,C-H,113.7140434,105.0588118,120.2548226,train
Brc1ccn2ccnc2c1,[Br],[c]1ccn2ccnc2c1,0,Br-C,81.85792154,72.41014604,83.13297165,train
Brc1ccn2ccnc2c1,[H],Brc1[c]cn2ccnc2c1,11,C-H,115.0274198,106.4361941,121.7008912,train
Brc1ccn2ccnc2c1,[H],Brc1c[c]n2ccnc2c1,12,C-H,113.8150724,105.2646348,120.5940915,train
Brc1ccn2ccnc2c1,[H],Brc1ccn2[c]cnc2c1,13,C-H,120.0832598,111.5359597,126.5697121,train
Brc1ccn2ccnc2c1,[H],Brc1ccn2c[c]nc2c1,14,C-H,114.7845738,106.3213599,121.292609,train
Brc1ccn2ccnc2c1,[H],Brc1[c]c2nccn2cc1,15,C-H,115.355607,106.746811,121.9100775,train
Brc1ccn2cncc2c1,[Br],[c]1ccn2cncc2c1,0,Br-C,82.20493402,72.73833324,83.47718964,train
Brc1ccn2cncc2c1,[H],Brc1[c]cn2cncc2c1,11,C-H,114.8178318,106.2096633,121.513674,train
Brc1ccn2cncc2c1,[H],Brc1c[c]n2cncc2c1,12,C-H,121.3677707,112.6880662,128.8564101,train
Brc1ccn2cncc2c1,[H],Brc1ccn2[c]ncc2c1,13,C-H,116.6545506,108.0696,123.2073889,train
Brc1ccn2cncc2c1,[H],Brc1ccn2cn[c]c2c1,14,C-H,116.0402193,107.5393549,122.4997474,train
Brc1ccn2cncc2c1,[H],Brc1[c]c2cncn2cc1,15,C-H,113.9644195,105.2746749,120.5310206,train
Brc1ccn2cnnc2c1,[Br],[c]1ccn2cnnc2c1,0,Br-C,81.47451354,71.99536259,82.7422653,train
Brc1ccn2cnnc2c1,[H],Brc1[c]cn2cnnc2c1,11,C-H,115.1704918,106.5585583,121.8653612,train
Brc1ccn2cnnc2c1,[H],Brc1c[c]n2cnnc2c1,12,C-H,114.2844491,105.7277364,121.0916117,train
Brc1ccn2cnnc2c1,[H],Brc1ccn2[c]nnc2c1,13,C-H,118.6437541,110.0631961,125.2773643,train
Brc1ccn2cnnc2c1,[H],Brc1[c]c2nncn2cc1,14,C-H,115.7816856,107.1415142,122.3619088,train
Brc1ccn2nccc2c1,[Br],[c]1ccn2nccc2c1,0,Br-C,81.96397056,72.49423224,83.24360581,train
Brc1ccn2nccc2c1,[H],Brc1[c]cn2nccc2c1,11,C-H,115.147274,106.5353405,121.8519388,train
Brc1ccn2nccc2c1,[H],Brc1c[c]n2nccc2c1,12,C-H,116.1751337,107.5970857,122.9979955,train
Brc1ccn2nccc2c1,[H],Brc1ccn2n[c]cc2c1,13,C-H,115.4133378,106.9018057,122.0298626,train
Brc1ccn2nccc2c1,[H],Brc1ccn2nc[c]c2c1,14,C-H,120.0023111,111.4769739,126.372781,train
Brc1ccn2nccc2c1,[H],Brc1[c]c2ccnn2cc1,15,C-H,114.0309355,105.4183745,120.5770358,train
Brc1ccn2nccc2n1,[Br],[c]1ccn2nccc2n1,0,Br-C,77.50238157,68.02825069,78.51109806,train
Brc1ccn2nccc2n1,[H],Brc1[c]cn2nccc2n1,11,C-H,116.1010877,107.5412374,122.7621715,train
Brc1ccn2nccc2n1,[H],Brc1c[c]n2nccc2n1,12,C-H,115.3079163,106.7436735,122.1860495,train
Brc1ccn2nccc2n1,[H],Brc1ccn2n[c]cc2n1,13,C-H,115.3129364,106.8020318,121.9533505,train
